# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2010-10-07 01:06:06 EDT       (vaww01)
#
# Data for the following site(s) are contained in this file
#    USGS 04015330 KNIFE RIVER NEAR TWO HARBORS, MN
# -----------------------------------------------------------------------------------
#
# Data provided for site 04015330
#    DD parameter statistic   Description
#    04   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     Ice  Ice affected  
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	04_00060_00003	04_00060_00003_cd
USGS	04015330	2006-07-25	9.0	A
USGS	04015330	2006-07-26	15	A
USGS	04015330	2006-07-27	23	A
USGS	04015330	2006-07-28	14	A
USGS	04015330	2006-07-29	19	A
USGS	04015330	2006-07-30	331	A
USGS	04015330	2006-07-31	194	A
USGS	04015330	2006-08-01	211	A
USGS	04015330	2006-08-02	99	A
USGS	04015330	2006-08-03	53	A
USGS	04015330	2006-08-04	31	A
USGS	04015330	2006-08-05	20	A
USGS	04015330	2006-08-06	15	A
USGS	04015330	2006-08-07	12	A
USGS	04015330	2006-08-08	9.2	A
USGS	04015330	2006-08-09	7.5	A
USGS	04015330	2006-08-10	6.9	A
USGS	04015330	2006-08-11	6.5	A
USGS	04015330	2006-08-12	6.3	A
USGS	04015330	2006-08-13	6.2	A
USGS	04015330	2006-08-14	6.7	A
USGS	04015330	2006-08-15	6.8	A
USGS	04015330	2006-08-16	5.7	A
USGS	04015330	2006-08-17	4.9	A
USGS	04015330	2006-08-18	4.7	A
USGS	04015330	2006-08-19	6.3	A
USGS	04015330	2006-08-20	7.6	A
USGS	04015330	2006-08-21	6.1	A
USGS	04015330	2006-08-22	4.9	A
USGS	04015330	2006-08-23	4.2	A
USGS	04015330	2006-08-24	4.1	A
USGS	04015330	2006-08-25	4.5	A
USGS	04015330	2006-08-26	4.9	A
USGS	04015330	2006-08-27	5.2	A
USGS	04015330	2006-08-28	4.2	A
USGS	04015330	2006-08-29	3.6	A
USGS	04015330	2006-08-30	3.4	A
USGS	04015330	2006-08-31	3.6	A
USGS	04015330	2006-09-01	3.3	A
USGS	04015330	2006-09-02	3.3	A
USGS	04015330	2006-09-03	3.2	A
USGS	04015330	2006-09-04	3.1	A
USGS	04015330	2006-09-05	2.9	A
USGS	04015330	2006-09-06	2.7	A
USGS	04015330	2006-09-07	2.4	A
USGS	04015330	2006-09-08	3.1	A
USGS	04015330	2006-09-09	3.1	A
USGS	04015330	2006-09-10	2.9	A
USGS	04015330	2006-09-11	2.7	A
USGS	04015330	2006-09-12	2.6	A
USGS	04015330	2006-09-13	2.6	A
USGS	04015330	2006-09-14	2.6	A
USGS	04015330	2006-09-15	2.5	A
USGS	04015330	2006-09-16	2.8	A
USGS	04015330	2006-09-17	3.3	A
USGS	04015330	2006-09-18	4.1	A
USGS	04015330	2006-09-19	3.9	A
USGS	04015330	2006-09-20	3.5	A
USGS	04015330	2006-09-21	4.2	A
USGS	04015330	2006-09-22	8.7	A
USGS	04015330	2006-09-23	45	A
USGS	04015330	2006-09-24	30	A
USGS	04015330	2006-09-25	18	A
USGS	04015330	2006-09-26	13	A
USGS	04015330	2006-09-27	11	A
USGS	04015330	2006-09-28	11	A
USGS	04015330	2006-09-29	10	A
USGS	04015330	2006-09-30	9.4	A
USGS	04015330	2006-10-01	8.7	A
USGS	04015330	2006-10-02	7.8	A
USGS	04015330	2006-10-03	8.3	A
USGS	04015330	2006-10-04	19	A
USGS	04015330	2006-10-05	22	A
USGS	04015330	2006-10-06	15	A
USGS	04015330	2006-10-07	12	A
USGS	04015330	2006-10-08	11	A
USGS	04015330	2006-10-09	9.1	A
USGS	04015330	2006-10-10	7.8	A
USGS	04015330	2006-10-11	9.1	A
USGS	04015330	2006-10-12	13	A
USGS	04015330	2006-10-13	13	A
USGS	04015330	2006-10-14	13	A
USGS	04015330	2006-10-15	13	A
USGS	04015330	2006-10-16	14	A
USGS	04015330	2006-10-17	27	A
USGS	04015330	2006-10-18	46	A
USGS	04015330	2006-10-19	36	A
USGS	04015330	2006-10-20	27	A
USGS	04015330	2006-10-21	23	A
USGS	04015330	2006-10-22	19	A
USGS	04015330	2006-10-23	17	A
USGS	04015330	2006-10-24	16	A
USGS	04015330	2006-10-25	14	A
USGS	04015330	2006-10-26	15	A
USGS	04015330	2006-10-27	15	A
USGS	04015330	2006-10-28	14	A
USGS	04015330	2006-10-29	13	A
USGS	04015330	2006-10-30	13	A
USGS	04015330	2006-10-31	13	A
USGS	04015330	2006-11-01	20	A
USGS	04015330	2006-11-02	16	A
USGS	04015330	2006-11-03	17	A
USGS	04015330	2006-11-04	18	A
USGS	04015330	2006-11-05	14	A
USGS	04015330	2006-11-06	12	A
USGS	04015330	2006-11-07	13	A
USGS	04015330	2006-11-08	19	A
USGS	04015330	2006-11-09	26	A
USGS	04015330	2006-11-10	23	A
USGS	04015330	2006-11-11	20	A
USGS	04015330	2006-11-12	18	A
USGS	04015330	2006-11-13	18	A
USGS	04015330	2006-11-14	18	A
USGS	04015330	2006-11-15	20	A
USGS	04015330	2006-11-16	19	A
USGS	04015330	2006-11-17	18	A
USGS	04015330	2006-11-18	16	A
USGS	04015330	2006-11-19	14	A
USGS	04015330	2006-11-20	14	Ae
USGS	04015330	2006-11-21	17	A
USGS	04015330	2006-11-22	16	A
USGS	04015330	2006-11-23	16	Ae
USGS	04015330	2006-11-24	15	Ae
USGS	04015330	2006-11-25	14	A
USGS	04015330	2006-11-26	14	Ae
USGS	04015330	2006-11-27	14	Ae
USGS	04015330	2006-11-28	47	A
USGS	04015330	2006-11-29	118	Ae
USGS	04015330	2006-11-30	56	Ae
USGS	04015330	2006-12-01	41	Ae
USGS	04015330	2006-12-02	34	Ae
USGS	04015330	2006-12-03	29	Ae
USGS	04015330	2006-12-04	25	Ae
USGS	04015330	2006-12-05	22	Ae
USGS	04015330	2006-12-06	21	Ae
USGS	04015330	2006-12-07	20	Ae
USGS	04015330	2006-12-08	19	Ae
USGS	04015330	2006-12-09	20	Ae
USGS	04015330	2006-12-10	21	Ae
USGS	04015330	2006-12-11	24	Ae
USGS	04015330	2006-12-12	30	Ae
USGS	04015330	2006-12-13	27	Ae
USGS	04015330	2006-12-14	25	Ae
USGS	04015330	2006-12-15	23	Ae
USGS	04015330	2006-12-16	21	Ae
USGS	04015330	2006-12-17	20	Ae
USGS	04015330	2006-12-18	19	Ae
USGS	04015330	2006-12-19	18	Ae
USGS	04015330	2006-12-20	16	Ae
USGS	04015330	2006-12-21	15	Ae
USGS	04015330	2006-12-22	14	A
USGS	04015330	2006-12-23	13	Ae
USGS	04015330	2006-12-24	13	Ae
USGS	04015330	2006-12-25	12	A
USGS	04015330	2006-12-26	11	Ae
USGS	04015330	2006-12-27	11	Ae
USGS	04015330	2006-12-28	10	Ae
USGS	04015330	2006-12-29	10	Ae
USGS	04015330	2006-12-30	10	A
USGS	04015330	2006-12-31	24	Ae
USGS	04015330	2007-01-01	26	Ae
USGS	04015330	2007-01-02	18	Ae
USGS	04015330	2007-01-03	14	Ae
USGS	04015330	2007-01-04	11	Ae
USGS	04015330	2007-01-05	9.4	Ae
USGS	04015330	2007-01-06	8.2	Ae
USGS	04015330	2007-01-07	7.3	Ae
USGS	04015330	2007-01-08	6.4	Ae
USGS	04015330	2007-01-09	5.5	Ae
USGS	04015330	2007-01-10	4.9	Ae
USGS	04015330	2007-01-11	4.5	Ae
USGS	04015330	2007-01-12	4.0	Ae
USGS	04015330	2007-01-13	3.7	Ae
USGS	04015330	2007-01-14	3.3	Ae
USGS	04015330	2007-01-15	3.0	Ae
USGS	04015330	2007-01-16	2.8	Ae
USGS	04015330	2007-01-17	2.6	Ae
USGS	04015330	2007-01-18	2.4	Ae
USGS	04015330	2007-01-19	2.2	Ae
USGS	04015330	2007-01-20	2.1	Ae
USGS	04015330	2007-01-21	1.9	Ae
USGS	04015330	2007-01-22	1.8	Ae
USGS	04015330	2007-01-23	1.7	Ae
USGS	04015330	2007-01-24	1.6	Ae
USGS	04015330	2007-01-25	1.5	Ae
USGS	04015330	2007-01-26	1.4	Ae
USGS	04015330	2007-01-27	1.3	Ae
USGS	04015330	2007-01-28	1.3	Ae
USGS	04015330	2007-01-29	1.2	Ae
USGS	04015330	2007-01-30	1.2	Ae
USGS	04015330	2007-01-31	1.1	Ae
USGS	04015330	2007-02-01	1.0	Ae
USGS	04015330	2007-02-02	0.95	Ae
USGS	04015330	2007-02-03	0.83	Ae
USGS	04015330	2007-02-04	0.70	Ae
USGS	04015330	2007-02-05	0.60	Ae
USGS	04015330	2007-02-06	0.45	Ae
USGS	04015330	2007-02-07	0.33	Ae
USGS	04015330	2007-02-08	0.25	Ae
USGS	04015330	2007-02-09	0.20	Ae
USGS	04015330	2007-02-10	0.16	Ae
USGS	04015330	2007-02-11	0.12	Ae
USGS	04015330	2007-02-12	0.00	Ae
USGS	04015330	2007-02-13	0.00	Ae
USGS	04015330	2007-02-14	0.00	Ae
USGS	04015330	2007-02-15	0.00	Ae
USGS	04015330	2007-02-16	0.00	Ae
USGS	04015330	2007-02-17	0.00	Ae
USGS	04015330	2007-02-18	0.00	Ae
USGS	04015330	2007-02-19	0.00	Ae
USGS	04015330	2007-02-20	0.00	Ae
USGS	04015330	2007-02-21	0.00	Ae
USGS	04015330	2007-02-22	0.00	Ae
USGS	04015330	2007-02-23	0.00	Ae
USGS	04015330	2007-02-24	0.00	Ae
USGS	04015330	2007-02-25	0.00	Ae
USGS	04015330	2007-02-26	0.00	Ae
USGS	04015330	2007-02-27	0.00	Ae
USGS	04015330	2007-02-28	0.00	Ae
USGS	04015330	2007-03-01	0.00	Ae
USGS	04015330	2007-03-02	0.00	Ae
USGS	04015330	2007-03-03	0.00	Ae
USGS	04015330	2007-03-04	0.00	Ae
USGS	04015330	2007-03-05	0.00	Ae
USGS	04015330	2007-03-06	0.00	Ae
USGS	04015330	2007-03-07	0.00	Ae
USGS	04015330	2007-03-08	0.00	Ae
USGS	04015330	2007-03-09	0.10	Ae
USGS	04015330	2007-03-10	0.25	Ae
USGS	04015330	2007-03-11	0.50	Ae
USGS	04015330	2007-03-12	1.0	Ae
USGS	04015330	2007-03-13	2.1	Ae
USGS	04015330	2007-03-14	3.0	Ae
USGS	04015330	2007-03-15	1.1	Ae
USGS	04015330	2007-03-16	0.95	Ae
USGS	04015330	2007-03-17	0.92	Ae
USGS	04015330	2007-03-18	0.90	Ae
USGS	04015330	2007-03-19	0.90	Ae
USGS	04015330	2007-03-20	0.90	Ae
USGS	04015330	2007-03-21	3.5	Ae
USGS	04015330	2007-03-22	11	Ae
USGS	04015330	2007-03-23	50	Ae
USGS	04015330	2007-03-24	180	Ae
USGS	04015330	2007-03-25	770	Ae
USGS	04015330	2007-03-26	1200	Ae
USGS	04015330	2007-03-27	1000	Ae
USGS	04015330	2007-03-28	825	Ae
USGS	04015330	2007-03-29	582	A
USGS	04015330	2007-03-30	538	A
USGS	04015330	2007-03-31	414	A
USGS	04015330	2007-04-01	1340	A
USGS	04015330	2007-04-02	764	A
USGS	04015330	2007-04-03	300	Ae
USGS	04015330	2007-04-04	120	Ae
USGS	04015330	2007-04-05	96	Ae
USGS	04015330	2007-04-06	80	Ae
USGS	04015330	2007-04-07	72	Ae
USGS	04015330	2007-04-08	66	Ae
USGS	04015330	2007-04-09	63	Ae
USGS	04015330	2007-04-10	61	Ae
USGS	04015330	2007-04-11	60	A
USGS	04015330	2007-04-12	75	A
USGS	04015330	2007-04-13	164	A
USGS	04015330	2007-04-14	292	A
USGS	04015330	2007-04-15	371	A
USGS	04015330	2007-04-16	394	A
USGS	04015330	2007-04-17	538	A
USGS	04015330	2007-04-18	439	A
USGS	04015330	2007-04-19	325	A
USGS	04015330	2007-04-20	268	A
USGS	04015330	2007-04-21	255	A
USGS	04015330	2007-04-22	441	A
USGS	04015330	2007-04-23	1230	A
USGS	04015330	2007-04-24	576	A
USGS	04015330	2007-04-25	316	A
USGS	04015330	2007-04-26	208	A
USGS	04015330	2007-04-27	158	A
USGS	04015330	2007-04-28	134	A
USGS	04015330	2007-04-29	119	A
USGS	04015330	2007-04-30	104	A
USGS	04015330	2007-05-01	93	A
USGS	04015330	2007-05-02	83	A
USGS	04015330	2007-05-03	75	A
USGS	04015330	2007-05-04	67	A
USGS	04015330	2007-05-05	68	A
USGS	04015330	2007-05-06	66	A
USGS	04015330	2007-05-07	59	A
USGS	04015330	2007-05-08	59	A
USGS	04015330	2007-05-09	57	A
USGS	04015330	2007-05-10	54	A
USGS	04015330	2007-05-11	50	A
USGS	04015330	2007-05-12	44	A
USGS	04015330	2007-05-13	40	A
USGS	04015330	2007-05-14	36	A
USGS	04015330	2007-05-15	40	A
USGS	04015330	2007-05-16	68	A
USGS	04015330	2007-05-17	152	A
USGS	04015330	2007-05-18	119	A
USGS	04015330	2007-05-19	104	A
USGS	04015330	2007-05-20	92	A
USGS	04015330	2007-05-21	84	A
USGS	04015330	2007-05-22	88	A
USGS	04015330	2007-05-23	84	A
USGS	04015330	2007-05-24	141	A
USGS	04015330	2007-05-25	194	A
USGS	04015330	2007-05-26	135	A
USGS	04015330	2007-05-27	115	A
USGS	04015330	2007-05-28	91	A
USGS	04015330	2007-05-29	74	A
USGS	04015330	2007-05-30	140	A
USGS	04015330	2007-05-31	217	A
USGS	04015330	2007-06-01	157	A
USGS	04015330	2007-06-02	114	A
USGS	04015330	2007-06-03	130	A
USGS	04015330	2007-06-04	113	A
USGS	04015330	2007-06-05	89	A
USGS	04015330	2007-06-06	68	A
USGS	04015330	2007-06-07	62	A
USGS	04015330	2007-06-08	79	A
USGS	04015330	2007-06-09	67	A
USGS	04015330	2007-06-10	53	A
USGS	04015330	2007-06-11	40	A
USGS	04015330	2007-06-12	31	A
USGS	04015330	2007-06-13	25	A
USGS	04015330	2007-06-14	22	A
USGS	04015330	2007-06-15	19	A
USGS	04015330	2007-06-16	53	A
USGS	04015330	2007-06-17	185	A
USGS	04015330	2007-06-18	940	A
USGS	04015330	2007-06-19	1070	A
USGS	04015330	2007-06-20	426	A
USGS	04015330	2007-06-21	180	A
USGS	04015330	2007-06-22	98	A
USGS	04015330	2007-06-23	64	A
USGS	04015330	2007-06-24	49	A
USGS	04015330	2007-06-25	36	A
USGS	04015330	2007-06-26	35	A
USGS	04015330	2007-06-27	66	A
USGS	04015330	2007-06-28	42	A
USGS	04015330	2007-06-29	30	A
USGS	04015330	2007-06-30	22	A
USGS	04015330	2007-07-01	17	A
USGS	04015330	2007-07-02	16	A
USGS	04015330	2007-07-03	18	A
USGS	04015330	2007-07-04	17	A
USGS	04015330	2007-07-05	14	A
USGS	04015330	2007-07-06	12	A
USGS	04015330	2007-07-07	10	A
USGS	04015330	2007-07-08	9.1	A
USGS	04015330	2007-07-09	8.6	A
USGS	04015330	2007-07-10	8.0	A
USGS	04015330	2007-07-11	9.1	A
USGS	04015330	2007-07-12	9.7	A
USGS	04015330	2007-07-13	9.1	A
USGS	04015330	2007-07-14	14	A
USGS	04015330	2007-07-15	19	A
USGS	04015330	2007-07-16	15	A
USGS	04015330	2007-07-17	10	A
USGS	04015330	2007-07-18	8.4	A
USGS	04015330	2007-07-19	7.8	A
USGS	04015330	2007-07-20	6.9	A
USGS	04015330	2007-07-21	6.2	A
USGS	04015330	2007-07-22	5.7	A
USGS	04015330	2007-07-23	6.0	A
USGS	04015330	2007-07-24	6.2	A
USGS	04015330	2007-07-25	5.7	A
USGS	04015330	2007-07-26	5.4	A
USGS	04015330	2007-07-27	10	A
USGS	04015330	2007-07-28	12	A
USGS	04015330	2007-07-29	7.9	A
USGS	04015330	2007-07-30	6.3	A
USGS	04015330	2007-07-31	5.3	A
USGS	04015330	2007-08-01	4.7	A
USGS	04015330	2007-08-02	4.4	A
USGS	04015330	2007-08-03	4.9	A
USGS	04015330	2007-08-04	4.4	A
USGS	04015330	2007-08-05	3.9	A
USGS	04015330	2007-08-06	4.0	A
USGS	04015330	2007-08-07	4.1	A
USGS	04015330	2007-08-08	3.9	A
USGS	04015330	2007-08-09	3.8	A
USGS	04015330	2007-08-10	4.9	A
USGS	04015330	2007-08-11	5.6	A
USGS	04015330	2007-08-12	4.4	A
USGS	04015330	2007-08-13	3.8	A
USGS	04015330	2007-08-14	3.6	A
USGS	04015330	2007-08-15	3.3	A
USGS	04015330	2007-08-16	3.1	A
USGS	04015330	2007-08-17	2.8	A
USGS	04015330	2007-08-18	2.6	A
USGS	04015330	2007-08-19	2.6	A
USGS	04015330	2007-08-20	2.7	A
USGS	04015330	2007-08-21	3.6	A
USGS	04015330	2007-08-22	4.4	A
USGS	04015330	2007-08-23	4.6	A
USGS	04015330	2007-08-24	3.9	A
USGS	04015330	2007-08-25	3.6	A
USGS	04015330	2007-08-26	3.3	A
USGS	04015330	2007-08-27	3.4	A
USGS	04015330	2007-08-28	6.1	A
USGS	04015330	2007-08-29	13	A
USGS	04015330	2007-08-30	7.9	A
USGS	04015330	2007-08-31	5.7	A
USGS	04015330	2007-09-01	4.8	A
USGS	04015330	2007-09-02	4.4	A
USGS	04015330	2007-09-03	3.9	A
USGS	04015330	2007-09-04	3.4	A
USGS	04015330	2007-09-05	3.6	A
USGS	04015330	2007-09-06	4.2	A
USGS	04015330	2007-09-07	7.2	A
USGS	04015330	2007-09-08	12	A
USGS	04015330	2007-09-09	8.2	A
USGS	04015330	2007-09-10	6.5	A
USGS	04015330	2007-09-11	5.5	A
USGS	04015330	2007-09-12	4.9	A
USGS	04015330	2007-09-13	4.8	A
USGS	04015330	2007-09-14	4.5	A
USGS	04015330	2007-09-15	4.3	A
USGS	04015330	2007-09-16	4.1	A
USGS	04015330	2007-09-17	4.2	A
USGS	04015330	2007-09-18	7.9	A
USGS	04015330	2007-09-19	101	A
USGS	04015330	2007-09-20	62	A
USGS	04015330	2007-09-21	182	A
USGS	04015330	2007-09-22	176	A
USGS	04015330	2007-09-23	86	A
USGS	04015330	2007-09-24	57	A
USGS	04015330	2007-09-25	81	A
USGS	04015330	2007-09-26	75	A
USGS	04015330	2007-09-27	71	A
USGS	04015330	2007-09-28	65	A
USGS	04015330	2007-09-29	53	A
USGS	04015330	2007-09-30	63	A
USGS	04015330	2007-10-01	85	A
USGS	04015330	2007-10-02	76	A
USGS	04015330	2007-10-03	339	A
USGS	04015330	2007-10-04	180	A
USGS	04015330	2007-10-05	123	A
USGS	04015330	2007-10-06	208	A
USGS	04015330	2007-10-07	194	A
USGS	04015330	2007-10-08	1470	A
USGS	04015330	2007-10-09	761	A
USGS	04015330	2007-10-10	437	A
USGS	04015330	2007-10-11	254	A
USGS	04015330	2007-10-12	174	A
USGS	04015330	2007-10-13	132	A
USGS	04015330	2007-10-14	105	A
USGS	04015330	2007-10-15	89	A
USGS	04015330	2007-10-16	160	A
USGS	04015330	2007-10-17	387	A
USGS	04015330	2007-10-18	1270	A
USGS	04015330	2007-10-19	1400	A
USGS	04015330	2007-10-20	672	A
USGS	04015330	2007-10-21	369	A
USGS	04015330	2007-10-22	221	A
USGS	04015330	2007-10-23	160	A
USGS	04015330	2007-10-24	126	A
USGS	04015330	2007-10-25	104	A
USGS	04015330	2007-10-26	90	A
USGS	04015330	2007-10-27	79	A
USGS	04015330	2007-10-28	69	A
USGS	04015330	2007-10-29	63	A
USGS	04015330	2007-10-30	60	A
USGS	04015330	2007-10-31	56	A
USGS	04015330	2007-11-01	52	A
USGS	04015330	2007-11-02	49	A
USGS	04015330	2007-11-03	47	A
USGS	04015330	2007-11-04	44	A
USGS	04015330	2007-11-05	43	A
USGS	04015330	2007-11-06	42	A
USGS	04015330	2007-11-07	38	A
USGS	04015330	2007-11-08	36	A
USGS	04015330	2007-11-09	36	A
USGS	04015330	2007-11-10	38	A
USGS	04015330	2007-11-11	41	A
USGS	04015330	2007-11-12	48	A
USGS	04015330	2007-11-13	50	A
USGS	04015330	2007-11-14	53	A
USGS	04015330	2007-11-15	51	A
USGS	04015330	2007-11-16	45	A
USGS	04015330	2007-11-17	41	A
USGS	04015330	2007-11-18	38	A
USGS	04015330	2007-11-19	37	A
USGS	04015330	2007-11-20	36	Ae
USGS	04015330	2007-11-21	35	Ae
USGS	04015330	2007-11-22	34	Ae
USGS	04015330	2007-11-23	33	Ae
USGS	04015330	2007-11-24	32	Ae
USGS	04015330	2007-11-25	32	Ae
USGS	04015330	2007-11-26	31	Ae
USGS	04015330	2007-11-27	30	Ae
USGS	04015330	2007-11-28	29	Ae
USGS	04015330	2007-11-29	28	Ae
USGS	04015330	2007-11-30	27	Ae
USGS	04015330	2007-12-01	27	Ae
USGS	04015330	2007-12-02	26	Ae
USGS	04015330	2007-12-03	25	Ae
USGS	04015330	2007-12-04	24	Ae
USGS	04015330	2007-12-05	24	Ae
USGS	04015330	2007-12-06	23	Ae
USGS	04015330	2007-12-07	22	Ae
USGS	04015330	2007-12-08	21	Ae
USGS	04015330	2007-12-09	21	Ae
USGS	04015330	2007-12-10	20	Ae
USGS	04015330	2007-12-11	19	Ae
USGS	04015330	2007-12-12	19	Ae
USGS	04015330	2007-12-13	18	Ae
USGS	04015330	2007-12-14	18	Ae
USGS	04015330	2007-12-15	18	Ae
USGS	04015330	2007-12-16	18	Ae
USGS	04015330	2007-12-17	18	Ae
USGS	04015330	2007-12-18	17	Ae
USGS	04015330	2007-12-19	17	Ae
USGS	04015330	2007-12-20	17	Ae
USGS	04015330	2007-12-21	16	Ae
USGS	04015330	2007-12-22	16	Ae
USGS	04015330	2007-12-23	15	Ae
USGS	04015330	2007-12-24	14	Ae
USGS	04015330	2007-12-25	13	Ae
USGS	04015330	2007-12-26	12	Ae
USGS	04015330	2007-12-27	12	Ae
USGS	04015330	2007-12-28	11	Ae
USGS	04015330	2007-12-29	10	Ae
USGS	04015330	2007-12-30	9.8	Ae
USGS	04015330	2007-12-31	9.2	Ae
USGS	04015330	2008-01-01	8.6	Ae
USGS	04015330	2008-01-02	8.1	Ae
USGS	04015330	2008-01-03	7.7	Ae
USGS	04015330	2008-01-04	7.3	Ae
USGS	04015330	2008-01-05	6.9	Ae
USGS	04015330	2008-01-06	6.6	Ae
USGS	04015330	2008-01-07	6.2	Ae
USGS	04015330	2008-01-08	5.7	Ae
USGS	04015330	2008-01-09	5.2	Ae
USGS	04015330	2008-01-10	4.8	Ae
USGS	04015330	2008-01-11	4.3	Ae
USGS	04015330	2008-01-12	3.8	Ae
USGS	04015330	2008-01-13	3.3	Ae
USGS	04015330	2008-01-14	2.8	Ae
USGS	04015330	2008-01-15	2.3	Ae
USGS	04015330	2008-01-16	1.9	Ae
USGS	04015330	2008-01-17	1.6	Ae
USGS	04015330	2008-01-18	1.4	Ae
USGS	04015330	2008-01-19	1.2	Ae
USGS	04015330	2008-01-20	1.0	Ae
USGS	04015330	2008-01-21	0.93	Ae
USGS	04015330	2008-01-22	0.83	Ae
USGS	04015330	2008-01-23	0.73	Ae
USGS	04015330	2008-01-24	0.64	Ae
USGS	04015330	2008-01-25	0.55	Ae
USGS	04015330	2008-01-26	0.48	Ae
USGS	04015330	2008-01-27	0.42	Ae
USGS	04015330	2008-01-28	0.37	Ae
USGS	04015330	2008-01-29	0.33	Ae
USGS	04015330	2008-01-30	0.31	Ae
USGS	04015330	2008-01-31	0.29	Ae
USGS	04015330	2008-02-01	0.27	Ae
USGS	04015330	2008-02-02	0.24	Ae
USGS	04015330	2008-02-03	0.23	Ae
USGS	04015330	2008-02-04	0.21	Ae
USGS	04015330	2008-02-05	0.19	Ae
USGS	04015330	2008-02-06	0.18	Ae
USGS	04015330	2008-02-07	0.18	Ae
USGS	04015330	2008-02-08	0.17	Ae
USGS	04015330	2008-02-09	0.16	Ae
USGS	04015330	2008-02-10	0.15	Ae
USGS	04015330	2008-02-11	0.14	Ae
USGS	04015330	2008-02-12	0.13	Ae
USGS	04015330	2008-02-13	0.13	Ae
USGS	04015330	2008-02-14	0.13	Ae
USGS	04015330	2008-02-15	0.12	Ae
USGS	04015330	2008-02-16	0.12	Ae
USGS	04015330	2008-02-17	0.12	Ae
USGS	04015330	2008-02-18	0.11	Ae
USGS	04015330	2008-02-19	0.11	Ae
USGS	04015330	2008-02-20	0.11	Ae
USGS	04015330	2008-02-21	0.11	Ae
USGS	04015330	2008-02-22	0.11	Ae
USGS	04015330	2008-02-23	0.11	Ae
USGS	04015330	2008-02-24	0.10	Ae
USGS	04015330	2008-02-25	0.10	Ae
USGS	04015330	2008-02-26	0.10	Ae
USGS	04015330	2008-02-27	0.10	Ae
USGS	04015330	2008-02-28	0.10	Ae
USGS	04015330	2008-02-29	0.10	Ae
USGS	04015330	2008-03-01	0.10	Ae
USGS	04015330	2008-03-02	0.10	Ae
USGS	04015330	2008-03-03	0.10	Ae
USGS	04015330	2008-03-04	0.10	Ae
USGS	04015330	2008-03-05	0.10	Ae
USGS	04015330	2008-03-06	0.10	Ae
USGS	04015330	2008-03-07	0.10	Ae
USGS	04015330	2008-03-08	0.10	Ae
USGS	04015330	2008-03-09	0.10	Ae
USGS	04015330	2008-03-10	0.10	Ae
USGS	04015330	2008-03-11	0.10	Ae
USGS	04015330	2008-03-12	0.10	Ae
USGS	04015330	2008-03-13	0.10	Ae
USGS	04015330	2008-03-14	0.10	Ae
USGS	04015330	2008-03-15	0.10	Ae
USGS	04015330	2008-03-16	0.10	Ae
USGS	04015330	2008-03-17	0.10	Ae
USGS	04015330	2008-03-18	0.10	Ae
USGS	04015330	2008-03-19	0.10	Ae
USGS	04015330	2008-03-20	0.11	Ae
USGS	04015330	2008-03-21	0.11	Ae
USGS	04015330	2008-03-22	0.12	Ae
USGS	04015330	2008-03-23	0.14	Ae
USGS	04015330	2008-03-24	0.16	Ae
USGS	04015330	2008-03-25	0.18	Ae
USGS	04015330	2008-03-26	0.23	Ae
USGS	04015330	2008-03-27	0.28	Ae
USGS	04015330	2008-03-28	0.58	Ae
USGS	04015330	2008-03-29	3.4	Ae
USGS	04015330	2008-03-30	20	Ae
USGS	04015330	2008-03-31	72	Ae
USGS	04015330	2008-04-01	119	Ae
USGS	04015330	2008-04-02	173	Ae
USGS	04015330	2008-04-03	234	Ae
USGS	04015330	2008-04-04	335	Ae
USGS	04015330	2008-04-05	550	Ae
USGS	04015330	2008-04-06	1000	Ae
USGS	04015330	2008-04-07	567	Ae
USGS	04015330	2008-04-08	341	Ae
USGS	04015330	2008-04-09	239	Ae
USGS	04015330	2008-04-10	194	Ae
USGS	04015330	2008-04-11	170	Ae
USGS	04015330	2008-04-12	173	Ae
USGS	04015330	2008-04-13	198	A
USGS	04015330	2008-04-14	255	A
USGS	04015330	2008-04-15	438	A
USGS	04015330	2008-04-16	783	A
USGS	04015330	2008-04-17	758	A
USGS	04015330	2008-04-18	664	A
USGS	04015330	2008-04-19	589	A
USGS	04015330	2008-04-20	562	A
USGS	04015330	2008-04-21	502	A
USGS	04015330	2008-04-22	1120	A
USGS	04015330	2008-04-23	632	A
USGS	04015330	2008-04-24	446	A
USGS	04015330	2008-04-25	663	A
USGS	04015330	2008-04-26	1140	A
USGS	04015330	2008-04-27	594	A
USGS	04015330	2008-04-28	386	A
USGS	04015330	2008-04-29	274	A
USGS	04015330	2008-04-30	211	A
USGS	04015330	2008-05-01	171	A
USGS	04015330	2008-05-02	193	A
USGS	04015330	2008-05-03	653	A
